Address,City,State,Zip,cxy_lon,cxy_lat,cxy_state_id,cxy_county_id,cxy_tract_id,cxy_block_id,Date Sampled,1st Draw,2-3 Minute,5 Minute,sequential
5130 S NATOMA AVE,Chicago,IL,,-87.78819725899996,41.79942072700004,17,31,560900,3000,2019-10-17T00:00:00Z,1.3,2.1,1.9,FALSE
5130 S NATOMA AVE,Chicago,IL,,-87.78819725899996,41.79942072700004,17,31,560900,3000,2019-11-12T00:00:00Z,2.1,12,1.2,FALSE
5130 S NEENAH AVE,Chicago,IL,,-87.78574987499996,41.79905165900004,17,31,560900,2000,2019-05-11T00:00:00Z,5.3,8.1999999999999993,2.1,FALSE
5130 S NEENAH AVE,Chicago,IL,,-87.78574987499996,41.79905165900004,17,31,560900,2000,2020-10-30T00:00:00Z,4.5999999999999996,13,2.8,FALSE
5130 S NEWCASTLE AVE,Chicago,IL,,-87.79305770099995,41.79889992900007,17,31,560900,4002,2019-02-09T00:00:00Z,4.5,5.8,< 1,FALSE
5130 S NEWCASTLE AVE,Chicago,IL,,-87.79305770099995,41.79889992900007,17,31,560900,4002,2019-04-09T00:00:00Z,5.3,11,1.3,FALSE
5130 S NEWLAND AVE,Chicago,IL,,-87.79549678199999,41.79886668300003,17,31,560900,5000,2019-08-19T00:00:00Z,1.9,6.9,1,FALSE
5130 S NORDICA,Chicago,IL,,-87.79797427399996,41.79838745200004,17,31,560900,5002,2019-04-28T00:00:00Z,6.7,27,3.4,FALSE
5130 S NORMANDY AVE,Chicago,IL,,-87.78939996199995,41.79877156100008,17,31,560900,3001,2019-01-14T00:00:00Z,6.2,3.2,1.5,FALSE
5130 S NORMANDY AVE,Chicago,IL,,-87.78939996199995,41.79877156100008,17,31,560900,3001,2019-04-28T00:00:00Z,2.7,7.5,1.2,FALSE
