blockGroup,totalPopulation_MOE,femaleUnder5_MOE,female5to9_MOE,maleUnder5_MOE,male5to9_MOE,totalUnder5_MOE,totalUnder10_MOE
170438447014,268,12,35,16,47,20,61.91930232165088
170438447021,349,33,99,57,55,65.86349520030045,131.01144988129855
170438447022,337,75,26,29,61,80.4114419718985,104.22571659624126
170438447023,335,61,20,27,86,66.70832032063167,110.66164647247935
170438447024,253,13,29,23,12,26.419689627245813,41.02438299353203
170438448011,238,29,42,44,55,52.69724850502159,86.98275691193054
170438448012,400,35,48,43,30,55.44366510251645,79.23383115816122
170438448013,392,88,94,30,35,92.97311439335567,136.7662239004938
170438448021,562,16,95,48,292,50.59644256269407,311.2057197417811
170438448022,289,24,45,35,44,42.43819034784589,75.90783885739337
170438449011,286,92,26,39,40,99.92497185388645,110.72939989000211
170438449012,373,45,92,33,38,55.80322571321482,114.11397810960759
170438449021,262,27,29,43,25,50.774009099144415,63.592452382338585
170438449022,478,52,76,18,89,55.02726596879042,129.32517156377563
170438449023,290,17,36,25,46,30.23243291566195,65.7723346096214
170438450001,596,69,81,81,78,106.4048871058092,154.812790169288
170438450002,515,12,82,69,12,70.03570517957252,108.50345616615168
170438450003,476,102,61,36,53,108.16653826391968,135.01851724856112
170438450004,481,137,79,79,78,158.14550262337528,193.222669477471
170438451001,412,48,87,56,81,73.7563556583431,139.89281611290838
170438451002,380,21,48,33,56,39.11521443121589,83.48652585896721
170438451003,254,34,50,50,27,60.4648658313239,82.97590011563598
170438451004,688,132,23,65,140,147.13599151805107,204.3966731627499
170438452001,256,37,20,58,30,68.79680225126747,77.67238891652555
170438452002,313,35,88,40,61,53.150729063673246,119.54078801814885
170438452003,307,19,58,30,99,35.510561809129406,120.10828447696687
170438453001,349,22,30,40,55,45.65084884205331,77.51773990513398
170438453002,188,50,27,28,42,57.30619512757761,76.00657866263946
170438454011,376,74,43,67,64,99.82484660644363,126.13484847574837
170438454012,190,12,12,60,58,61.18823416311342,85.15867542417507
170438454013,406,49,23,47,54,67.89698078707183,89.74965180990955
170438454021,238,35,24,19,12,39.824615503479755,48.02082881417188
170438454022,410,35,12,55,37,65.19202405202648,75.91442550661897
170438455021,346,52,47,41,72,66.21933252457322,108.52649446103011
170438455022,325,118,12,45,51,126.28935030318273,136.72600337902077
170438455023,258,12,12,32,39,34.17601498127012,53.225933528685054
170438455024,443,65,12,29,22,71.17583859709698,75.45859791965393
170438455025,217,33,12,32,35,45.967379738244816,59.00847396772772
170438455051,258,33,12,29,12,43.93176527297759,47.095647357266465
170438455052,467,50,73,45,20,67.26812023536856,101.26203632161463
170438455053,244,12,24,12,20,16.97056274847714,35.552777669262355
170438455061,231,21,13,12,27,24.186773244895647,38.50973902793941
170438455062,364,65,52,99,56,118.43141475132347,140.94679847375036
170438455071,203,20,44,13,37,23.853720883753127,62.24146527838174
170438455072,486,89,46,19,168,91.00549433962765,196.52480759435946
170438455081,304,40,45,19,45,44.28317965096906,77.5306391048081
170438455082,515,16,25,29,43,33.12099032335839,59.75784467331465
170438455091,340,31,24,45,30,54.644304369257,66.79820356865893
170438455092,603,16,41,37,78,40.311288741492746,96.90201236300514
170438455101,382,12,21,64,28,65.11528238439882,73.92563831310488
170438455102,313,31,75,61,54,68.42514157822401,114.99130401904311
170438456011,534,78,23,45,26,90.0499861188218,96.5090669315583
170438456012,380,38,34,27,72,46.61544808322666,92.26592003551474
170438456013,215,53,24,19,42,56.302753041036986,74.22937423958254
170438456021,181,13,28,39,21,41.10960958218893,53.99073994677235
170438456022,481,114,17,104,43,154.31137352768266,161.09003693587013
170438456023,260,46,20,21,43,50.566787519082126,69.32532004974806
170438457011,378,30,50,101,37,105.3612832116238,122.35195135346228
170438457012,501,14,12,31,28,34.0147027033899,45.661800227323496
170438457013,257,32,43,60,42,68,90.75791976461338
170438457021,255,37,16,27,23,45.803929962395145,53.693575034635195
170438457022,350,59,74,62,33,85.58621384311844,117.8558441486887
170438457023,356,51,49,76,53,91.52595260361949,116.56328753085167
170438457024,205,7,16,81,12,81.30190649671138,83.72574275573791
170438457031,188,13,24,13,34,18.384776310850235,45.4972526643093
170438457032,192,14,23,27,21,30.4138126514911,43.53159771935783
170438457033,319,12,21,25,40,27.730849247724095,53.009433122794285
170438457034,273,82,56,40,44,91.23595782365635,115.7410903698423
170438457041,772,76,174,57,51,95,204.6997801659787
170438457042,393,67,67,50,25,83.60023923410746,110.01363551851198
170438457043,356,58,25,90,74,107.07007051459338,132.53301475481496
170438458021,390,12,32,18,38,21.633307652783937,54.18486873657626
170438458022,220,17,34,23,35,28.600699292150182,56.55970296951709
170438458023,220,13,5,12,24,17.69180601295413,30.23243291566195
170438458031,649,63,51,77,25,99.48869282486326,114.56002793295748
170438458032,460,37,66,12,59,38.897300677553446,96.69539802906858
170438458033,442,37,12,198,12,201.42740627829173,202.1410398706804
170438458051,446,38,29,34,77,50.99019513592785,96.79876032264049
170438458052,198,17,40,15,15,22.67156809750927,48.36320915737499
170438458053,269,43,16,23,42,48.76474136094644,66.31741852635702
170438458071,363,12,32,48,12,49.47726750741192,60.13318551349163
170438458072,422,62,55,21,144,65.45991139621256,167.46940019000485
170438458073,614,63,12,12,62,64.13267497929586,90.00555538409837
170438458074,331,12,25,16,34,20,46.70117771534247
170438458075,572,12,58,12,51,16.97056274847714,79.07591289387686
170438458081,323,23,51,38,55,44.41846462902562,87.17224328879004
170438458082,360,10,37,45,11,46.09772228646444,60.124870062229654
170438458091,202,12,12,12,18,16.97056274847714,27.49545416973504
170438458092,261,21,13,17,17,27.018512172212592,34.46737587922817
170438458093,547,71,178,146,74,162.34839081432253,252.02579233086442
170438458101,582,43,63,39,59,58.05170109479997,104.01922899156675
170438458102,244,20,19,12,32,23.323807579381203,43.9203825119955
170438458103,407,52,69,22,21,56.462376853972415,91.59694318043589
170438458111,245,25,12,25,26,35.35533905932738,45.4972526643093
170438458112,290,66,63,48,54,81.60882305241266,116.38298844762494
170438459011,490,12,72,12,99,16.97056274847714,123.58397954427588
170438459012,525,48,24,54,78,72.24956747275377,108.9954127475097
170438459021,321,27,33,54,94,60.37383539249432,116.4903429473877
170438459022,357,38,48,62,34,72.71863585079137,93.53074360871938
170438460021,397,12,41,88,34,88.81441324469807,103.56157588603989
170438460022,299,24,12,12,12,26.832815729997478,31.74901573277509
170438460023,324,68,36,41,73,79.40403012442127,113.71015785759863
170438460031,331,26,17,16,12,30.528675044947494,36.945906403822335
170438460032,186,37,31,26,42,45.221676218380054,69.06518659932803
170438460033,247,23,22,37,16,43.56604182158393,51.36146415358503
170438460034,222,17,12,26,30,31.064449134018133,44.82186966202994
170438460041,273,16,62,70,12,71.80529228406496,95.62426470305536
170438460042,313,100,11,19,12,101.78899744078434,103.0824912388132
170438460043,203,26,42,25,28,36.069377593742864,62.0403094769844
170438461021,261,19,12,12,25,22.47220505424423,35.6931365951495
170438461022,443,54,70,77,40,94.04786015641186,123.87493693237546
170438461023,318,35,75,40,134,53.150729063673246,162.4992307674101
170438461031,268,45,49,28,50,53,87.80660567406076
170438461032,250,23,42,36,68,42.720018726587654,90.62560344626678
170438461033,211,24,13,26,18,35.38361202590826,41.773197148410844
170438461034,336,73,12,17,44,74.95331880577403,87.7382470761754
170438461041,563,109,42,138,126,175.85505395068975,220.3746809413459
170438461042,281,45,65,45,37,63.63961030678928,98.20386957752734
170438461051,274,57,47,33,39,65.86349520030045,89.82204629154248
170438461052,650,85,28,49,140,98.11218069128827,173.23394586512194
170438461053,214,73,40,20,12,75.69015788066504,86.44651525654461
170438461061,377,43,65,38,23,57.38466694161429,89.70507232035433
170438461062,484,27,92,94,108,97.8008179924892,172.31656913947654
170438462011,416,48,108,44,38,65.11528238439882,131.71180660821565
170438462012,401,96,67,83,88,126.90547663517127,168.33894380089237
170438462013,559,25,12,76,12,80.00624975587844,81.78630692236935
170438462014,532,12,41,80,40,80.89499366462674,99.12113800799504
170438462021,267,21,32,39,27,44.294469180700204,60.95079983068311
170438462022,375,54,90,80,61,96.51942809610924,145.38569393169328
170438462023,416,38,90,123,70,128.73616430514,171.96802028284213
170438462024,251,16,38,30,12,34,52.38320341483518
170438462031,281,58,32,58,40,82.02438661763951,96.70573922989266
170438462032,254,27,46,19,44,33.015148038438355,71.70774016799024
170438462033,188,12,9,12,14,16.97056274847714,23.769728648009426
170438462051,392,17,42,14,12,22.02271554554524,48.91829923454004
170438462052,205,31,28,53,33,61.40032573203501,75.11990415329349
170438462053,245,41,38,34,50,53.2634959423431,82.34682750416071
170438462061,293,25,22,49,22,55.00909015790027,63.198101237299845
170438462062,295,48,52,58,17,75.28612089887484,93.06449376641986
170438462063,259,28,36,31,35,41.773197148410844,65.31462317123173
170438462071,605,12,54,19,25,22.47220505424423,63.608175575157006
170438462072,219,40,47,44,44,59.464274989274024,87.64131445842195
170438462073,328,45,35,45,101,63.63961030678928,124.4025723206719
170438462074,248,20,38,12,37,23.323807579381203,57.9396237474839
170438462081,325,36,38,39,36,53.075418038862395,74.54528824815154
170438462082,336,30,24,41,33,50.80354318352215,65.16133823057964
170438462091,266,32,59,39,54,50.44799302251776,94.56214887575261
170438462092,411,17,25,24,31,29.410882339705484,49.50757517794625
170438463041,278,12,12,58,28,59.22837157984339,66.60330322138685
170438463042,482,47,12,77,47,90.21086409075129,102.42558274181309
170438463043,260,24,23,24,31,33.94112549695428,51.40038910358559
170438463044,278,12,12,12,53,16.97056274847714,56.929781309961136
170438463045,288,32,32,31,16,44.553338819890925,57.14017850864661
170438463051,387,29,36,45,87,53.53503525729669,108.3097410208334
170438463052,348,43,53,73,51,84.72307831990054,112.196256622046
170438463053,252,20,12,77,16,79.55501241279521,82.03048213926333
170438463054,592,46,28,40,67,60.959002616512684,94.81033698917012
170438463071,314,45,29,42,12,61.554853586049575,69.0941386804988
170438463072,359,91,28,67,42,113.00442469213318,123.76590806841762
170438463073,233,12,12,12,12,16.97056274847714,24
170438463081,570,64,55,71,56,95.58765610684259,123.68508398347798
170438463082,698,48,346,10,15,49.03060268852505,349.7785013404912
170438463101,566,41,71,63,99,75.16648189186454,143.15027069481914
170438463102,364,13,41,32,119,34.539832078341085,130.51819796488152
170438463111,305,27,49,12,42,29.546573405388315,70.97887009526144
170438463112,595,34,124,105,128,110.3675676999362,209.62108672554868
170438463113,590,56,83,66,39,86.55634003352961,126.10313239567049
170438463121,549,12,57,144,12,144.49913494550754,155.7979460711854
170438463122,678,12,12,26,26,28.635642126552707,40.496913462633174
170438463123,495,38,101,72,132,81.41252974819048,185.0756602041446
170438463131,354,34,29,12,12,36.05551275463989,47.80167361086848
170438463132,222,47,45,12,12,48.507731342539614,67.24581771381771
170438463133,242,12,12,12,12,16.97056274847714,24
170438463134,382,47,68,64,26,79.40403012442127,107.72650555921695
170438463141,329,58,18,19,111,61.032778078668514,127.94530081249565
170438463142,326,32,12,32,40,45.254833995939045,61.57921727336261
170438463151,234,72,13,33,28,79.20227269466452,85.00588214941364
170438463152,276,45,34,43,30,62.24146527838174,77.00649323271382
170438463153,269,33,27,12,46,35.11409973215888,63.85922016435841
170438464041,433,76,12,67,12,101.31633629380802,102.7277956543408
170438464042,299,12,47,45,28,46.57252408878007,71.84705978674423
170438464043,367,20,20,86,12,88.29496021857646,91.32360045464699
170438464044,533,93,43,190,91,211.53959440256097,234.26267308301593
170438464051,442,47,40,47,38,66.46803743153546,86.38286867197685
170438464052,362,28,27,55,61,61.71709649683789,90.87904048789248
170438464081,369,31,39,34,65,46.010868281309364,88.67355862939075
170438464082,303,29,32,23,34,37.013511046643494,59.58187643906493
170438464091,509,31,89,81,79,86.7294644281861,147.25488107359973
170438464092,291,28,39,40,40,48.82622246293481,74.19568720619817
170438464101,476,78,71,125,135,147.33974345029924,212.07310060448495
170438464102,509,125,96,44,24,132.51792331605563,165.38742394752995
170438464103,314,85,33,60,41,104.04326023342406,116.59759860305871
170438464111,303,11,23,22,48,24.596747752497688,58.63446085707619
170438464112,482,66,49,104,43,123.17467272130257,139.3628357920432
170438464113,667,114,94,49,173,124.08464852672147,232.72730823863367
170438464121,238,36,32,12,61,37.94733192202055,78.64477096412705
170438464122,177,27,12,14,11,30.4138126514911,34.49637662132068
170438464123,657,125,194,124,71,176.07100840286,271.43691716492805
170438464131,255,33,23,50,35,59.90826320300064,73.09582751429797
170438464132,420,47,28,28,68,54.70831746635972,91.65696918401787
170438465041,517,19,15,12,82,22.47220505424423,86.3365507765975
170438465042,399,12,12,32,12,34.17601498127012,38.157568056677825
170438465043,301,12,33,41,12,42.720018726587654,55.299186250793966
170438465044,556,104,12,126,72,163.37686494727458,178.94133116750865
170438465071,610,31,46,47,117,56.302753041036986,137.7497731395591
170438465072,541,51,12,32,48,60.207972893961475,77.92945527847606
170438465091,302,12,46,12,52,16.97056274847714,71.47027354082255
170438465092,446,37,12,170,94,173.9798838946618,198.1136037731887
170438465093,615,81,124,190,67,206.54539452623968,250.05199459312456
170438465101,550,73,77,47,51,86.82165628459296,126.7596150199266
170438465102,431,117,62,43,47,124.65151423067431,146.9387627551015
170438465111,501,87,90,52,78,101.35580891098448,156.3873396410336
170438465112,378,72,75,41,55,82.85529554590944,124.55922286205868
170438465113,518,12,27,26,43,28.635642126552707,58.29236656715869
170438465114,442,12,60,12,53,16.97056274847714,81.83520025025906
170438465131,569,11,32,109,74,109.55363982999378,136.02205703487945
170438465132,155,18,17,22,24,28.42534080710379,40.90232267243512
170438465141,304,12,35,41,27,42.720018726587654,61.47357155721473
170438465142,336,55,62,62,73,82.87943049997388,126.65701717630967
170438465151,252,12,17,25,21,27.730849247724095,38.71692136521188
170438465152,235,20,29,11,31,22.825424421026653,48.19751030914356
170438465153,528,11,30,153,53,153.39491516996253,165.04241878983717
170438465154,712,10,17,53,141,53.9351462406472,151.91774089947495
170438465171,309,39,43,67,39,77.52418977325722,96.85040010242601
170438465172,419,12,59,49,61,50.44799302251776,98.72689603142601
170438465173,504,91,87,48,72,102.88342918079665,152.76779765382494
170438465181,195,31,12,12,39,33.24154027718932,52.630789467763066
170438465182,230,9,53,23,56,24.698178070456937,80.96295449154508
170438465183,244,60,21,20,33,63.245553203367585,74.36396977031282
170438465191,292,21,17,20,55,29,64.45928947793328
170438465192,306,13,32,43,79,44.9221548904324,96.34832639957997
170438465211,250,43,22,12,42,44.64302857109943,65.12296062065974
170438465212,478,48,7,159,12,166.0873264279969,166.667333332
170438465213,497,43,82,39,41,58.05170109479997,108.51267207105353
170438465214,348,12,12,82,12,82.87339742040264,84.5931439302264
170438465221,247,23,31,41,27,47.01063709417264,62.44997998398398
170438465222,310,36,51,43,34,56.08029957123981,83.07827634225448
170438465231,226,18,42,22,34,28.42534080710379,61.05735008989499
170438465232,240,40,33,25,23,47.16990566028302,61.99193495931547
170438465241,245,29,42,14,23,32.202484376209235,57.706152185014034
170438465242,331,12,28,35,26,37,53.1883445878888
170438465243,933,224,199,200,25,300.29319006597535,361.1121709386157
170438466031,388,12,14,12,12,16.97056274847714,25.059928172283335
170438466032,341,105,56,49,12,115.87061750072795,129.25169244539896
170438466033,265,80,12,12,12,80.89499366462674,82.6559132790873
170438466041,618,51,50,47,126,69.35416353759881,152.2694979304785
170438466042,391,56,25,22,41,60.166435825965294,76.98051701567093
170438466043,190,12,12,20,16,23.323807579381203,30.72458299147443
170438467011,400,49,30,39,51,62.625873247404705,86.15683373940804
170438467012,610,44,116,12,12,45.60701700396552,125.21980673998823
170438467013,333,57,31,10,12,57.87054518492115,66.73829485385434
170438467021,208,16,9,18,12,24.08318915758459,28.372521918222215
170438467022,601,90,49,12,21,90.79647570252934,105.29007550571896
170438467023,447,29,56,51,51,58.66856057549052,95.8070978581441
170450701001,226,8,21,20,64,21.540659228538015,70.71774883294857
170450701002,150,14,12,17,47,22.02271554554524,53.27288240746881
170450701003,229,50,17,73,11,88.48163651289458,90.76893741803966
170450702001,169,41,10,13,14,43.01162633521314,46.32493928760188
170450702002,120,12,10,16,19,20,29.34280150224242
170450703001,152,24,11,31,24,39.20459156782532,47.265209192385896
170450703002,200,22,12,28,12,35.608987629529715,39.44616584663204
170450703003,312,9,44,12,44,15,64.00781202322104
170450703004,228,25,32,18,16,30.805843601498726,47.21228653645151
170450704001,332,35,12,12,12,37,40.70626487409524
170450704002,246,46,46,12,12,47.53945729601885,67.23094525588644
170450704003,232,12,23,56,12,57.271284253105414,62.8728876384726
170450704004,381,56,40,59,34,81.34494452638098,96.81425514871248
170450704005,200,12,12,12,20,16.97056274847714,28.844410203711913
170450704006,254,19,43,32,12,37.21558813185679,58.12056434688156
170450705001,214,10,34,32,37,33.52610922848042,60.40695324215582
170450705002,196,20,30,12,28,23.323807579381203,47.20169488482379
170450705003,170,25,15,35,11,43.01162633521314,46.861498055439924
170450705004,178,10,11,20,12,22.360679774997898,27.65863337187866
170479569001,154,17,9,12,17,20.808652046684813,28.337254630609507
170479569002,146,8,20,30,35,31.04834939252005,50.882216932834204
170479569003,133,12,22,7,12,13.892443989449804,28.653097563788805
170479570001,118,12,16,26,28,28.635642126552707,43.12771730569565
170479570002,164,21,22,24,22,31.89043743820395,44.553338819890925
170479571001,150,23,24,16,14,28.0178514522438,39.45883931389772
170479571002,180,40,37,32,18,51.22499389946279,65.70388116390082
170479571003,141,19,12,12,36,22.47220505424423,44.10215414239989
170499501001,310,16,22,37,56,40.311288741492746,72.42237223399962
170499501002,185,20,25,26,15,32.802438933713454,43.88621651498338
170499501003,158,18,18,24,16,30,38.47076812334269
170499502001,383,81,29,74,32,109.71326264403953,117.90674280973077
170499502002,162,11,27,39,24,40.52159917870962,54.286278192559855
170499502003,248,12,12,10,114,15.620499351813308,115.68923891183657
170499502004,322,12,81,77,25,77.92945527847606,115.14773119779652
170499503001,212,31,31,12,16,33.24154027718932,48.187135212627034
170499503002,201,25,11,25,44,35.35533905932738,57.5065213693195
170499503003,252,11,35,12,27,16.278820596099706,47.10626285325551
170499503004,267,25,44,41,32,48.02082881417188,72.56721022610694
170499504001,326,25,27,6,16,25.709920264364882,40.570925550201586
170499504002,236,50,38,23,17,55.036351623268054,69.00724599634447
170499505001,249,38,42,53,36,65.21502894272147,85.51608035919327
170499505002,174,40,32,56,49,68.81860213634101,90.33825324855468
170499505003,195,21,58,29,21,35.805027579936315,71.32320800412724
170499506001,416,25,50,12,56,27.730849247724095,80.0312438988674
170499506002,263,33,19,30,39,44.598206241955516,62.21736092120912
170499506003,334,52,61,70,49,87.20091742636656,117.15801295686096
170499507001,266,19,57,6,28,19.924858845171276,66.55824516917495
170499507002,510,100,146,80,45,128.06248474865697,199.3514484522247
170499508001,411,73,23,50,81,88.48163651289458,122.14335839496145
170499508002,258,35,14,19,43,39.824615503479755,60.25777958073132
170499508003,193,37,12,49,12,61.40032573203501,63.702433234531945
170499508004,291,49,36,47,37,67.89698078707183,85.2936105461599
170519505001,175,10,14,15,17,18.027756377319946,28.460498941515414
170519505002,310,49,40,42,4,64.53681120105021,76.03288762108144
170519505003,153,12,26,10,23,15.620499351813308,38.06573262134856
170519506001,271,10,36,12,28,15.620499351813308,48.2078831727758
170519506002,181,20,29,12,28,23.323807579381203,46.57252408878007
170519506003,182,24,11,42,32,48.373546489791295,59.033888572581766
170519507001,247,26,38,32,11,41.23105625617661,57.14017850864661
170519507002,326,20,40,10,44,22.360679774997898,63.52952069707436
170519507003,356,33,17,96,12,101.51354589413178,103.62432146943111
170519507004,364,53,23,94,45,107.91200118615167,119.15955689746417
170519508001,277,14,12,35,45,37.69615364994153,59.91660871578097
170519508002,395,18,64,36,30,40.24922359499622,81.33879763065102
170519508003,333,62,152,58,19,84.8999411071645,175.13708916160505
170519509001,144,13,25,12,12,17.69180601295413,32.89376840679705
170519509002,197,39,32,15,11,41.78516483155236,53.76802023508026
170519509003,146,12,9,9,38,15,41.83300132670378
170519510001,174,13,27,24,20,27.294688127912362,43.289721643826724
170519510002,184,18,4,11,14,21.095023109728988,25.632011235952593
170519510003,141,7,15,37,12,37.656340767525464,42.2729227756965
170519511001,175,12,34,23,9,25.942243542145693,43.70354676682432
170519511002,210,45,29,84,24,95.29428104561154,102.45974819410792
170519511003,112,9,13,12,22,15,29.631064780058107
170519511004,212,31,14,22,11,38.01315561749642,41.97618372363071
170539616001,104,12,16,15,11,19.209372712298546,27.313000567495326
170539616002,148,33,28,36,6,48.83646178829912,56.61271941887264
170539617001,143,34,8,20,17,39.44616584663204,43.69210454990696
170539617002,221,6,14,17,22,18.027756377319946,31.701734968294716
170539617003,178,20,7,14,27,24.413111231467404,37.067505985701274
170539618001,220,37,20,17,22,40.718546143004666,50.41825066382212
170539618002,229,31,52,12,61,33.24154027718932,86.77557259966655
170539618003,251,12,25,24,17,26.832815729997478,40.422765862815474
170539618004,312,58,34,29,46,64.8459713474939,86.46964785403026
170539619001,116,25,14,15,19,29.154759474226502,37.5099986670221
170539619002,139,15,13,29,34,32.64965543462902,48.8978527135906
170539620001,241,12,41,35,32,37,63.827893588931794
170539620002,195,23,44,19,11,29.832867780352597,54.286278192559855
170539620003,207,35,39,16,13,38.48376280978771,56.31163290120435
170539620004,239,12,44,51,20,52.392747589718944,71.28113354878694
170550401001,182,23,105,24,26,33.24154027718932,113.16359838746733
170550401002,200,37,17,4,24,37.21558813185679,47.43416490252569
170550401003,180,13,11,13,21,18.384776310850235,30
170550402001,196,12,12,18,35,21.633307652783937,42.86023798347368
170550402002,283,43,46,54,31,69.02897942168927,88.55506761332182
170550402003,121,30,6,2,12,30.066592756745816,32.92415526630866
170550402004,97,5,6,10,12,11.180339887498949,17.46424919657298
170550403001,150,22,13,21,14,30.4138126514911,35.91656999213594
170550403002,115,16,11,18,16,24.08318915758459,30.93541659651604
170550403003,197,9,34,9,13,12.727922061357855,38.561638969317684
170550403004,186,10,51,20,27,22.360679774997898,61.886993787063204
170550404001,141,12,35,28,11,30.463092423455635,47.686476070265456
170550404002,186,34,33,12,44,36.05551275463989,65.76473218982953
170550404003,201,30,47,34,25,45.34313619501854,69.92853494818836
170550404004,146,18,12,23,12,29.206163733020468,33.77869150810907
170550404005,118,12,12,12,12,16.97056274847714,24
170550405001,468,96,43,45,73,106.02358228243375,135.71661652133832
170550405002,206,11,17,18,40,21.095023109728988,48.31148931672465
170550406001,317,24,27,91,12,94.11163583744573,98.64076236526155
170550406002,234,16,18,19,31,24.839484696748443,43.61192497471305
170550406003,183,12,33,19,27,22.47220505424423,48.19751030914356
170550407001,174,11,12,12,12,16.278820596099706,23.515952032609693
170550407002,259,41,12,11,33,42.44997055358225,55.09083408335728
170550407003,287,23,43,36,62,42.720018726587654,86.70640114778148
170550407004,247,12,19,64,21,65.11528238439882,71.00704190430693
170550407005,274,41,36,31,45,51.40038910358559,77.22046360907191
170550408001,190,23,7,54,22,58.69412236331676,63.071388124885914
170550408002,251,52,48,39,33,65,87.28115489611719
170550408003,315,12,12,30,13,32.31098884280702,36.837480912787726
170550409001,209,12,51,47,50,48.507731342539614,86.3365507765975
170550409002,230,30,19,32,28,43.86342439892262,55.39855593785816
170550409003,269,23,12,44,12,49.64876634922564,52.46903848937962
170550410001,362,12,12,12,41,16.97056274847714,45.967379738244816
170550410002,323,37,33,61,34,71.34423592694787,85.64461454172118
170550410003,227,51,54,22,75,55.54277630799526,107.82393055347222
170550411001,208,21,62,44,37,48.75448697299562,87.12060605849801
170550411002,275,18,23,47,65,50.32891812864648,85.36392680752216
170550411003,251,46,12,12,12,47.53945729601885,50.47771785649585
170550412001,167,21,21,27,16,34.20526275297414,43.2087954009366
170550412002,117,16,20,16,15,22.627416997969522,33.71943060017473
170550412003,234,72,17,27,26,76.89603370785778,82.93370846646133
170579528001,177,19,28,10,26,21.470910553583888,43.829214001622255
170579528002,256,25,10,47,38,53.23532661682466,66.16645675869307
170579528003,133,10,29,11,11,14.866068747318506,34.39476704383968
170579529001,186,24,42,11,41,26.40075756488817,64.35837163881635
170579529002,231,7,5,16,14,17.46424919657298,22.93468988235943
170579529003,212,36,16,40,35,53.81449618829484,66.15889962809237
170579530001,171,49,25,30,16,57.4543296888929,64.66838485689897
170579530002,217,8,12,30,7,31.04834939252005,34.0147027033899
170579530003,90,21,8,5,15,21.587033144922902,27.477263328068172
170579530004,97,12,12,9,8,15,20.808652046684813
170579531001,128,25,11,12,18,27.730849247724095,34.84250278036869
170579531002,137,13,21,14,10,19.1049731745428,30.099833886584822
170579531003,255,57,14,44,52,72.00694410957877,89.9166280506559
170579531004,191,27,18,20,12,33.60059523282288,39.96248240537617
170579532001,323,49,5,8,12,49.64876634922564,51.32250968142536
170579532002,162,12,7,18,28,21.633307652783937,36.069377593742864
170579532003,117,12,8,24,12,26.832815729997478,30.463092423455635
170579532004,134,8,14,12,9,14.422205101855956,22.02271554554524
170579533001,293,12,12,67,52,68.06614430096654,86.49277426467485
170579533002,250,19,34,12,30,22.47220505424423,50.60632371551998
170579533003,251,15,14,22,20,26.627053911388696,36.124783736376884
170579534001,217,30,14,13,10,32.69556544854363,36.945906403822335
170579534002,179,16,21,10,12,18.867962264113206,30.675723300355934
170579534003,134,15,17,10,7,18.027756377319946,25.748786379167466
170579535001,263,30,14,12,58,32.31098884280702,67.85278181474949
170579535002,386,21,37,22,12,30.4138126514911,49.37610758251404
170579535003,267,12,12,50,12,51.419840528729765,54.147945482723536
170579535004,197,43,96,12,12,44.64302857109943,106.55045753069294
170579536001,385,36,115,50,27,61.61168720299745,133.22912594474226
170579536002,249,36,12,12,24,37.94733192202055,46.475800154489
170579536003,210,12,12,12,41,16.97056274847714,45.967379738244816
170579536004,402,68,55,57,41,88.72992730753249,112.15614116043757
170579536005,232,12,16,12,36,16.97056274847714,42.89522117905443
170579537001,199,6,6,39,10,39.45883931389772,41.14608122288197
170579537002,222,12,24,23,19,25.942243542145693,40.124805295477756
170579537003,281,18,12,19,6,26.1725046566048,29.410882339705484
170579538001,230,15,73,22,12,26.627053911388696,78.62569554541314
170579538002,172,12,12,41,12,42.720018726587654,45.967379738244816
170579538003,167,8,71,7,22,10.63014581273465,75.08661665037252
170579539001,157,62,15,16,13,64.03124237432849,67.03730304837748
170579539002,130,12,9,12,13,16.97056274847714,23.194827009486403
170579539003,138,25,7,21,39,32.64965543462902,51.34199061197374
170579539004,110,11,9,8,12,13.601470508735444,20.248456731316587
170599727001,176,25,20,10,18,26.92582403567252,38.06573262134856
170599727002,191,2,23,44,30,44.04543109109048,58.0430874437258
170599727003,172,5,12,12,12,13,21.37755832643195
170599728001,113,12,13,17,12,20.808652046684813,27.313000567495326
170599728002,212,23,34,31,38,38.600518131237564,63.953107821277925
170599728003,184,12,7,3,13,12.36931687685298,19.261360284258224
170599728004,243,40,37,18,8,43.86342439892262,57.9396237474839
170619736001,152,10,34,23,15,25.079872407968907,44.83302354291979
170619736002,176,32,10,11,11,33.83784863137726,36.959437225152655
170619736003,222,18,37,19,46,26.1725046566048,64.57553716385176
170619737001,136,12,6,21,18,24.186773244895647,30.740852297878796
170619737002,141,12,30,7,40,13.892443989449804,51.894122981316485
170619737003,110,18,7,20,19,26.90724809414742,33.67491648096547
170619738001,154,16,9,12,9,20,23.706539182259394
170619738002,170,17,27,48,5,50.92150822589606,57.85326265648291
170619739001,154,12,12,11,15,16.278820596099706,25.179356624028344
170619739002,174,42,12,20,19,46.51881339845203,51.66236541235796
170619739003,191,40,33,11,42,41.48493702538308,67.63135367564367
170619740001,159,13,28,12,25,17.69180601295413,41.49698784249286
170619740002,193,47,12,22,32,51.894122981316485,62.13694553162394
170619740003,208,12,21,12,9,16.97056274847714,28.460498941515414
170619740004,214,48,38,32,42,57.688820407423826,80.84553172563095
170630001021,512,12,79,12,36,16.97056274847714,88.45903006477066
170630001022,577,61,108,128,93,141.79210133149166,201.04228410958726
170630001023,741,76,92,83,166,112.53888216967503,220.64677654568172
