blockGroup,totalPopulation_MOE,femaleUnder5_MOE,female5to9_MOE,maleUnder5_MOE,male5to9_MOE,totalUnder5_MOE,totalUnder10_MOE
170311902004,414,48,39,12,17,49.47726750741192,65.25335240430181
170311903001,456,12,42,42,12,43.68065933568311,61.773780845922005
170311903002,437,50,54,38,37,62.80127387243033,90.71383576941281
170311903003,563,12,37,50,42,51.419840528729765,76.00657866263946
170311903004,328,27,31,38,38,46.61544808322666,67.66091929614909
170311904011,402,28,55,17,17,32.7566787083184,66.23443213314356
170311904012,554,47,116,65,42,80.2122185206219,147.15298162116866
170311904021,440,51,65,49,41,70.7248188403477,104.44137111317526
170311904022,795,27,49,12,34,29.546573405388315,66.55824516917495
170311906011,315,35,12,12,12,37,40.70626487409524
170311906012,514,83,12,11,12,83.72574275573791,85.42833253669417
170311906013,698,96,66,69,53,118.22436297142819,145.40288855452633
170311906021,475,57,25,77,48,95.80187889597991,110.03181358134565
170311906022,775,35,46,112,47,117.34138229968147,134.51393979807446
170311906023,682,60,107,114,44,128.82546332150332,173.1502237942533
170311907011,689,45,106,101,85,110.57124400132251,175.17705329180532
170311907012,287,41,22,29,12,50.21951811795888,56.124860801609124
170311907021,473,21,19,12,12,24.186773244895647,33.015148038438355
170311907022,475,83,57,55,63,99.56907150315303,130.8892661756494
170311907023,534,69,99,106,123,126.4792473095883,202.30422635229348
170311908001,417,26,12,19,44,32.202484376209235,55.83009940883144
170311908002,517,84,22,50,24,97.75479527879949,103.03397497913006
170311908003,615,168,55,67,23,180.86735471057236,190.43896660085088
170311908004,459,79,44,49,39,92.9623579735368,109.99545445153632
170311908005,498,46,18,12,31,47.53945729601885,59.53990258641679
170311909001,636,74,61,90,52,116.51609330903607,141.42489172702236
170311910001,373,12,36,38,40,39.84971769034255,66.96267617113283
170311910002,523,33,48,35,40,48.104053883222775,78.85429601486528
170311911001,338,12,12,50,61,51.419840528729765,80.67837380611982
170311911002,586,12,83,78,222,78.91767862779544,249.80192152983932
170311911003,1247,22,240,12,65,25.059928172283335,249.9059823213522
170311911004,741,12,70,72,85,72.99315036357864,132.10980281568814
170311911005,496,37,12,74,47,82.73451516749222,95.90620417887469
170311911006,295,22,23,59,12,62.96824596572466,68.10286337592568
170311912001,496,81,70,78,72,112.44998888394787,150.76140089558734
170311912002,516,118,28,89,93,147.80054127099805,176.85587352417787
170311913011,532,38,58,48,54,61.220911460055866,100.13990213696037
170311913012,530,56,60,19,57,59.135437767890075,101.7152889196113
170311913013,720,44,127,60,97,74.4043009509531,176.27818923508377
170311913021,665,48,42,87,90,99.36297097007517,140.48843368761715
170311913022,558,29,53,27,92,39.6232255123179,113.32696060514462
170312001001,304,20,28,47,59,51.07837115648854,82.90958931269651
170312001002,294,26,40,25,15,36.069377593742864,55.910642993977454
170312001003,407,24,60,11,60,26.40075756488817,88.86506625215557
170312002001,312,12,44,47,57,48.507731342539614,86.82165628459296
170312002002,288,12,21,21,12,24.186773244895647,34.20526275297414
170312002003,285,44,45,27,46,51.62363799656123,82.49848483457136
170312002004,756,12,21,40,26,41.7612260356422,53.48831648126533
170312003001,292,17,12,20,26,26.248809496813376,38.84584919911006
170312003002,347,79,12,24,25,82.56512580987206,87.0976463516667
170312004011,370,17,30,61,81,63.324560795950255,107.10275439968852
170312004012,431,52,52,38,38,64.40496875241847,91.0823802938856
170312004021,407,54,29,45,92,70.292247083159893,119.35660853090624
170312004022,640,132,56,156,12,204.35263639111682,212.22629431811694
170312004023,780,47,137,52,151,70.09279563550022,215.59916511897723
170312101001,381,47,52,54,12,71.58910531638176,89.291656945092015
170312101002,475,17,42,54,23,56.61271941887264,74.14849964766651
170312101003,305,12,12,34,17,36.05551275463989,41.6293165929973
170312104001,222,37,19,19,27,41.593268686170845,53.103672189407014
170312104002,491,33,18,34,20,47.38143096192854,54.48853090330111
170312105011,184,24,12,15,58,28.30194339616981,65.64297372910524
170312105012,441,49,22,135,12,143.6175476743702,145.78751661236294
170312105021,451,72,61,41,12,82.85529554590944,103.58571330062848
170312105022,388,12,47,86,37,86.83317338436964,105.44192714475585
170312105023,563,58,12,18,64,60.728905802755904,89.03931715820826
170312106011,342,12,12,36,41,37.94733192202055,57.14017850864661
170312106012,313,17,24,12,24,20.808652046684813,39.81205847478876
170312106013,410,12,91,48,19,49.47726750741192,105.30906893520614
170312106021,434,91,139,44,88,101.07917688624102,193.08547330133356
170312106022,292,12,20,18,12,21.633307652783937,31.811947441173732
170312106023,608,81,51,52,25,96.25487000666512,111.76314240392492
170312107001,166,22,12,12,12,25.059928172283335,30.265491900843113
170312107002,654,169,63,43,103,174.38463235044537,212.10374819884726
170312107003,401,22,22,71,33,74.33034373659252,84.24962907930218
170312108001,231,47,12,56,13,73.10950690573696,75.21967827636595
170312109001,439,41,41,74,23,84.59905436823747,96.78326301587481
170312109002,311,12,25,33,12,35.11409973215888,44.74371464239419
170312203001,166,30,12,34,18,45.34313619501854,50.23942674832188
170312203002,280,26,26,41,17,48.54894437575342,57.63679380395825
170312204001,247,15,10,35,12,38.07886552931954,41.15823125451335
170312204002,442,23,49,41,45,47.01063709417264,81.4616474176652
170312205001,201,36,35,13,17,38.27531841800928,54.58021619598075
170312205002,330,32,12,24,23,40,47.67598976424087
170312205003,176,12,11,29,12,31.38470965295043,35.35533905932738
170312206011,131,12,13,10,14,15.620499351813308,24.677925358506133
170312206012,170,35,32,26,10,43.60045871318328,55
170312206021,447,189,80,48,12,195,211.11371343425324
170312206022,338,58,26,32,12,66.24198064671678,72.16647421067486
170312206023,406,133,12,50,12,142.08800090085018,143.09786860746738
170312206024,322,12,42,63,12,64.13267497929586,77.59510293826537
170312207011,276,12,16,12,12,16.97056274847714,26.229754097208
170312207012,336,28,43,12,37,30.463092423455635,64.389440128021
170312207013,371,27,36,14,42,30.4138126514911,63.12685640834652
170312207021,364,21,37,74,34,76.92203845452875,91.88035698668132
170312207022,361,12,12,12,12,16.97056274847714,24
170312207023,345,14,37,50,50,51.92301994298868,81.02468759581859
170312207024,242,44,31,41,24,60.14149981501958,71.79136438319027
170312209011,258,16,12,16,11,22.627416997969522,27.874719729532707
170312209012,331,45,18,53,67,69.52697318307479,98.2191427370449
170312209013,248,14,32,12,39,18.439088914585774,53.71219600798314
170312209021,403,18,17,190,22,190.85072700935672,192.86523792534516
170312209022,355,67,47,41,40,78.54934754662193,99.89494481704267
170312210001,195,32,13,17,13,36.235341863986875,40.63249930782009
170312210002,447,12,28,33,14,35.11409973215888,47.042533945356304
170312211001,399,20,15,32,12,37.73592452822641,42.34383071948026
170312211002,286,38,51,19,65,42.485291572496,92.90317540321213
170312211003,343,36,61,27,22,45,78.93034904268447
170312212001,452,31,36,35,60,46.75467891024384,84.15461959987698
170312212002,290,35,36,15,9,38.07886552931954,53.16954015223378
170312213001,337,26,57,39,88,46.87216658103186,114.84772527133482
170312213002,258,34,12,30,12,45.34313619501854,48.41487374764082
170312213003,144,12,26,12,12,16.97056274847714,33.28663395418648
170312214001,152,43,31,28,29,51.31276644267,66.59579566308972
170312214002,190,51,12,12,12,52.392747589718944,55.072679252057455
170312214003,414,65,23,84,12,106.21205204683694,109.33434958877288
170312215001,382,23,99,69,92,72.73238618387272,153.47638254793472
170312215002,296,68,13,13,57,69.2314957226839,90.61456836513652
170312216001,364,135,23,85,55,159.53056133543816,170.30560765870277
170312216002,342,70,12,38,12,79.64923100695951,81.43709228600933
170312222001,202,35,18,38,27,51.66236541235796,61.00819617067857
170312222002,241,28,17,24,18,36.87817782917155,44.41846462902562
170312225001,295,80,76,70,24,106.30145812734649,132.860829441939
170312226001,193,13,26,29,47,31.78049716414141,62.4099351065197
170312227001,164,7,12,30,12,30.805843601498726,35.17101079013795
170312227002,449,37,62,50,120,62.20128616033595,148.70440477672474
170312228001,263,40,30,15,18,42.720018726587654,55.21775076911409
170312229001,231,28,41,9,25,29.410882339705484,56.31163290120435
170312301001,268,17,11,98,31,99.46356116689167,104.76163419878482
170312302001,359,43,39,56,35,70.60453243241541,87.92610533851708
170312303001,262,19,28,25,33,31.400636936215164,53.4696175411794
170312304001,262,47,22,12,30,48.507731342539614,61.1310068623117
170312304002,412,77,23,93,30,120.7393887677091,126.51877331052495
170312305001,622,77,63,52,58,92.91393867445294,126.35663813191613
170312305002,462,73,110,65,57,97.74456506629922,157.80684395804892
170312306001,953,12,180,12,136,16.97056274847714,226.23881187806836
170312306002,557,34,38,39,106,51.73973328110612,123.92336341465236
170312306003,694,12,67,45,12,46.57252408878007,82.47423840206105
170312306004,633,12,148,52,12,53.36665625650534,157.78466338652817
170312306005,1536,238,98,97,132,257.00778198334774,305.09178946671113
170312306006,697,135,111,56,65,146.15402833996743,194.69720080165507
170312307001,883,45,55,12,58,46.57252408878007,92.50945897582582
170312307002,612,162,57,12,55,162.4438364481706,180.72631241742306
170312307003,571,73,140,96,77,120.60265337047937,200.18491451655393
170312307004,956,12,95,64,65,65.11528238439882,132.24976370489287
170312308001,243,26,45,28,34,38.2099463490856,68.1248853210044
170312309001,304,37,12,12,12,38.897300677553446,42.43819034784589
170312309002,452,89,20,100,31,133.86933928274988,138.85964136494087
170312309003,533,21,36,28,79,35,93.60555539069249
170312311001,274,33,57,36,32,48.83646178829912,81.59656855530139
170312312001,526,12,12,47,72,48.507731342539614,87.64131445842195
170312312002,265,12,12,12,12,16.97056274847714,24
170312312003,440,20,27,75,69,77.62087348130012,107.30796801729124
170312312004,742,14,32,77,78,78.26237921249263,115.03477735015616
170312312005,969,12,12,12,123,16.97056274847714,124.74373731775074
170312315001,505,70,35,12,74,71.02112361825881,108.37435120913067
170312315002,742,62,54,62,55,87.68124086713189,116.7433081593973
170312315003,413,55,85,12,68,56.293871780150276,122.54794979925205
170312315004,809,101,12,210,119,233.02574965011914,261.92747087695864
170312315005,496,12,12,12,12,16.97056274847714,24
170312402001,408,28,57,34,44,44.04543109109048,84.40971508067067
170312403001,194,24,31,55,24,60.00833275470999,71.6798437498297
170312405001,365,42,40,133,12,139.47401191619892,145.59189537882938
170312406001,243,29,23,43,32,51.86520991955976,65.13831437794502
170312407001,250,33,15,83,14,89.31965069345043,91.64605828948673
170312408001,148,28,9,24,7,36.87817782917155,38.600518131237564
170312408002,194,13,45,24,27,27.294688127912362,59.15234568468101
170312409001,203,27,18,32,12,41.86884283091664,47.12748667179272
170312410001,165,12,12,17,23,20.808652046684813,33.25657829663178
170312410002,187,8,12,27,13,28.160255680657446,33.25657829663178
170312411001,411,19,12,30,21,35.510561809129406,42.96510211788167
170312411002,330,42,41,61,34,74.06078584514209,91.22499657440389
170312412001,173,30,11,12,10,32.31098884280702,35.566838487557476
170312412002,246,14,12,8,24,16.1245154965971,31.304951684997057
170312413001,239,34,66,22,33,40.496913462633174,84.17244204607586
170312414001,626,204,12,89,12,222.5690903966676,223.21514285549716
170312414002,469,91,43,103,73,137.44089638822936,161.45587632539113
170312414003,479,48,27,35,32,59.405386961116584,72.6773692424265
170312414004,431,12,17,12,76,16.97056274847714,79.7057087039567
170312415001,258,34,26,43,12,54.817880294662984,61.84658438426491
170312415002,164,12,15,53,12,54.3415126767741,57.63679380395825
170312415003,235,36,12,21,25,41.677331968349414,50.05996404313531
170312416001,274,54,12,57,17,78.5175139698144,81.22807396460905
170312416002,419,12,13,12,12,16.97056274847714,24.515301344262525
170312420001,448,113,27,13,12,113.7453295744489,117.52021102772068
170312420002,525,60,12,46,31,75.6042326857432,82.58934555982388
170312420003,383,12,23,12,40,16.97056274847714,49.16299421312742
170312421001,489,66,10,17,12,68.15423684555495,69.92138442565336
170312421002,255,51,13,51,6,72.12489168102785,73.53230582539895
170312421003,297,53,23,48,65,71.50524456289902,99.3327740476425
170312422001,317,54,18,26,21,59.93329625508679,66.007575322837
170312422002,455,105,87,52,33,117.17081547894082,149.62285921609705
170312423001,303,67,12,48,8,82.41965784932621,83.6719785830358
170312423002,340,64,15,43,18,77.10382610480494,80.58535847162312
170312424001,240,59,12,14,12,60.63827174318213,62.96824596572466
170312424002,252,15,38,36,43,39,69.38299503480663
170312425001,403,12,39,55,54,56.293871780150276,87.21238444166057
170312425002,295,14,22,20,32,24.413111231467404,45.86937976471886
170312426001,505,31,100,88,101,93.30058949438637,170.01764614298128
170312426002,468,12,65,67,36,68.06614430096654,100.7670581092849
170312426003,460,88,12,12,29,88.81441324469807,94.19660291114536
170312426004,405,31,12,12,12,33.24154027718932,37.322915213043046
170312427001,307,36,28,51,45,62.42595614005443,81.89017035029296
170312428001,207,25,22,33,36,41.400483088968905,59.1100668245266
170312429001,383,42,9,39,29,57.3149195236284,64.8613906727261
170312429002,132,41,12,14,9,43.32435804486894,45.8475735453906
170312430001,380,14,12,38,33,40.496913462633174,53.600373133029585
170312430002,252,37,14,38,12,53.03772242470448,56.15158056546583
170312431001,377,57,35,36,33,67.4166151627327,82.8190799272728
170312431002,260,30,12,30,36,42.42640687119285,56.92099788303083
170312432001,353,25,21,13,21,28.178005607210743,40.93897898091744
170312432002,214,19,20,21,12,28.319604517012593,36.68787265568828
170312433001,188,12,12,31,12,33.24154027718932,37.322915213043046
170312433002,259,25,14,34,22,42.20189569201838,49.60846701924985
170312434001,353,37,43,39,12,53.75872022286245,69.87846592477543
170312434002,274,12,12,25,12,27.730849247724095,32.51153641401772
170312434003,310,62,12,47,28,77.80102827083971,83.55237878121723
170312435001,687,33,12,82,29,88.3911760301898,93.79765455489812
170312435002,297,52,12,50,20,72.13875518748573,75.81556568409947
170312502001,346,52,61,86,22,100.4987562112089,119.60351165413162
170312502002,465,31,52,49,43,57.982756057296896,88.96628574915331
170312503001,426,80,29,50,45,94.33981132056604,108.47119433287347
170312503002,765,12,12,40,243,41.7612260356422,246.85420798519922
170312503003,464,61,62,92,12,110.38568747804219,127.17311036535986
170312503004,359,54,12,166,22,174.56230979223437,176.351920885484
170312504001,380,12,12,12,36,16.97056274847714,41.569219381653056
170312504002,512,50,26,12,62,51.419840528729765,84.64041587799531
170312504003,535,176,49,45,12,181.66177363441105,188.53646862079495
170312504004,409,12,77,12,12,16.97056274847714,79.75587752636166
170312504005,462,12,12,30,53,32.31098884280702,63.221831672294975
170312505001,353,63,51,24,23,67.4166151627327,87.60707733967615
170312505002,389,48,12,24,21,53.665631459994955,58.86425061104575
170312505003,331,11,12,52,29,53.150729063673246,61.72519744804386
170312505004,599,33,12,110,103,114.84337159801605,154.7320264198721
170312505005,553,65,67,19,106,67.72001181334805,142.51666569212176
170312505006,320,12,12,66,23,67.08203932499369,71.92357054540605
170312505007,463,12,77,32,12,34.17601498127012,85.09406559801923
170312506001,443,103,71,41,26,110.86027241532469,134.19016357393713
170312506002,427,71,74,31,149,77.47257579298626,183.51839144892264
170312506003,501,41,56,12,37,42.720018726587654,79.56129712366435
170312506004,512,56,57,58,12,80.62257748298549,99.46356116689167
170312507001,380,12,45,12,12,16.97056274847714,49.56813492557492
